N,P,K,temperature,humidity,ph,rainfall,label
23,111,89,11.8,66.77,7.37,76.64,peas
121,36,24,24.82,64.31,7.31,175.69,sugarcane
56,136,161,11.49,53.93,6.27,95.47,peas
134,79,15,26.56,78.82,6.67,91.04,soybean
71,122,39,21.04,72.16,7.08,158.99,sugarcane
17,118,55,20.9,78.82,5.91,226.61,rice
32,48,87,25.34,31.9,6.2,69.29,millet
123,108,54,21.58,49.8,7.13,76.22,barley
46,78,182,17.03,45.49,6.99,87.37,wheat
82,142,68,11.02,60.62,6.13,110.84,peas
55,103,168,21.56,59.05,7.07,138.22,maize
120,39,175,19.9,69.3,7.29,104.64,maize
46,107,160,20.37,70.52,6.14,208.82,rice
140,9,31,33.67,51.11,5.64,58.31,cotton
122,45,30,12.11,49.0,6.18,58.25,barley
68,7,92,26.52,55.5,7.17,80.95,groundnut
2,67,172,34.96,73.15,5.81,247.39,rice
57,61,69,21.06,77.36,6.5,122.75,sugarcane
80,106,13,22.45,69.21,6.58,66.33,peas
61,102,68,15.0,37.62,7.21,44.86,barley
14,107,64,28.97,57.82,6.28,76.41,cotton
23,85,74,10.66,43.68,6.17,75.23,wheat
76,22,88,19.66,65.1,6.93,93.12,peas
105,96,22,25.6,49.39,6.09,94.0,cotton
123,133,96,26.41,71.2,6.34,191.5,rice
120,85,122,28.27,49.83,5.8,53.8,cotton
134,141,182,24.72,76.46,6.68,268.25,rice
100,14,187,32.36,47.37,6.71,57.86,millet
86,77,50,33.42,50.73,6.98,56.17,groundnut
92,74,101,22.98,37.99,7.31,48.52,barley
121,12,191,31.51,50.39,5.91,89.44,cotton
120,117,185,17.4,53.6,7.13,80.9,peas
116,99,115,25.52,84.38,6.67,193.18,sugarcane
6,44,138,25.96,44.77,6.39,74.05,cotton
27,89,126,20.94,43.09,6.28,54.32,barley
41,42,165,26.34,61.3,6.21,103.42,soybean
68,49,73,27.53,59.98,6.91,88.96,cotton
73,105,144,23.55,56.64,6.43,115.14,maize
77,59,78,19.56,63.59,6.78,93.32,peas
78,32,62,26.25,63.77,6.23,56.0,groundnut
49,96,78,25.68,76.66,7.31,125.25,sugarcane
116,120,191,15.36,68.72,7.39,64.01,peas
97,15,55,15.76,63.54,6.45,86.46,peas
83,23,32,31.94,63.14,7.4,82.88,groundnut
77,13,88,30.16,70.73,7.4,173.91,sugarcane
106,114,38,29.46,53.75,5.83,82.24,cotton
61,75,95,23.23,61.77,6.35,134.93,sugarcane
84,141,142,27.94,80.66,5.73,230.09,rice
60,90,57,16.23,56.7,7.38,71.63,peas
65,144,109,15.63,44.98,6.44,67.74,barley
17,9,193,24.19,47.93,5.01,40.61,millet
76,134,155,24.08,56.57,6.47,112.97,peas
44,131,150,34.88,61.69,7.32,122.35,sugarcane
71,26,78,22.01,83.72,5.64,161.51,rice
68,92,91,29.66,35.6,5.86,48.32,millet
103,14,157,27.19,32.99,6.68,42.86,millet
45,142,156,34.77,79.96,6.64,198.27,sugarcane
69,137,186,24.22,39.83,5.9,34.39,millet
95,92,77,34.01,40.73,5.6,52.36,millet
119,37,28,20.04,62.23,7.09,94.49,peas
41,106,139,25.67,74.79,6.72,91.87,soybean
11,69,197,17.85,53.09,6.65,95.56,wheat
66,38,202,22.22,34.15,5.67,64.85,millet
102,29,131,19.58,40.37,7.11,99.8,barley
139,27,164,10.43,67.14,6.74,78.81,peas
41,57,148,23.15,32.79,5.49,37.18,millet
89,142,178,25.41,61.97,6.69,88.4,maize
54,90,65,28.72,66.21,6.28,144.2,soybean
106,91,49,33.88,83.57,6.26,123.56,sugarcane
6,35,86,30.64,52.02,6.04,74.79,groundnut
121,33,43,28.9,59.49,6.19,93.33,cotton
12,126,58,13.96,33.91,7.46,45.64,barley
138,48,195,27.75,48.21,6.16,72.32,cotton
118,8,98,20.59,52.99,6.4,94.97,maize
88,117,66,34.55,76.01,6.48,269.59,rice
56,126,181,32.67,33.03,6.57,41.6,millet
101,112,9,20.91,62.17,6.07,80.74,peas
84,113,160,12.37,50.61,6.42,91.61,peas
72,52,110,29.73,31.39,6.01,49.86,millet
85,24,23,27.08,53.21,7.08,57.22,groundnut
92,110,55,20.93,54.1,6.27,53.0,wheat
11,27,25,24.92,67.29,6.66,178.81,sugarcane
64,60,86,36.13,43.86,7.67,50.96,cotton
107,54,104,36.63,40.06,6.38,77.48,cotton
112,45,105,31.63,67.44,6.02,117.85,groundnut
29,44,153,24.83,64.71,6.92,112.04,soybean
105,121,33,26.23,67.92,6.46,135.43,soybean
88,52,133,19.45,38.31,7.22,75.94,barley
61,10,128,34.65,79.92,6.8,194.4,rice
26,97,16,24.41,66.82,7.44,115.2,peas
8,25,172,21.75,76.41,6.64,214.17,rice
76,98,169,22.64,53.23,7.09,76.25,wheat
75,111,88,16.08,59.58,6.73,92.64,wheat
4,68,50,24.97,51.27,7.24,137.78,maize
81,137,120,31.16,43.7,6.35,79.93,cotton
139,41,25,29.88,86.48,6.42,196.86,rice
113,15,58,17.05,40.17,6.81,83.46,wheat
78,140,111,18.08,66.02,6.13,72.96,peas
72,126,154,18.02,58.29,7.33,60.42,wheat
56,20,192,23.95,48.86,6.2,83.03,barley
72,27,80,34.63,63.93,7.34,106.54,groundnut
63,21,102,25.8,55.73,6.2,81.2,groundnut
19,20,61,12.25,50.12,6.07,87.66,peas
95,108,99,27.15,77.42,6.87,129.46,sugarcane
100,103,11,31.36,62.6,6.71,187.46,sugarcane
91,92,104,23.58,69.27,6.48,123.71,soybean
104,122,127,11.4,61.79,6.35,67.59,peas
17,18,60,19.4,56.85,5.69,75.81,maize
139,111,138,39.58,43.58,7.38,90.23,cotton
73,71,204,26.04,64.87,5.78,77.42,maize
94,42,86,29.91,53.09,6.6,63.32,groundnut
86,59,106,32.38,42.03,6.13,62.3,cotton
83,93,110,27.4,80.69,6.05,264.78,rice
127,21,137,21.68,76.89,6.36,89.82,soybean
65,21,77,10.76,70.0,7.07,80.53,peas
37,9,60,20.8,66.54,6.16,125.77,maize
4,71,58,30.35,47.56,5.56,78.96,cotton
77,142,98,27.4,61.09,6.63,87.9,soybean
2,10,88,19.46,67.5,7.46,64.56,peas
38,102,82,27.77,65.26,6.12,107.38,soybean
108,114,65,19.8,65.98,5.72,96.61,maize
55,9,106,29.88,60.51,6.96,87.06,soybean
47,55,84,24.94,57.77,6.04,75.44,peas
98,104,73,26.25,48.64,5.55,52.32,millet
12,84,65,31.16,87.66,6.04,298.54,rice
3,50,88,18.76,31.99,6.62,86.45,barley
25,135,97,21.96,42.65,7.15,102.91,wheat
126,17,40,17.36,54.04,7.45,77.21,wheat
38,113,7,19.11,44.25,6.84,74.67,barley
20,89,203,18.08,56.9,6.05,109.91,maize
88,143,75,24.28,51.05,6.13,113.5,maize
11,55,109,24.52,41.8,5.45,88.23,millet
82,129,67,25.69,31.2,6.25,71.07,millet
34,35,123,21.6,51.96,5.84,140.85,maize
139,17,28,29.24,64.92,6.19,117.96,groundnut
135,70,93,34.24,63.56,6.79,58.26,groundnut
43,85,54,29.14,66.27,6.56,59.57,groundnut
116,57,82,32.89,50.03,6.45,62.95,groundnut
105,96,48,37.1,52.76,7.39,68.48,cotton
132,40,156,15.95,38.96,6.26,73.68,barley
103,122,21,24.12,32.26,7.15,88.9,barley
105,90,68,34.09,58.35,6.55,114.25,groundnut
127,55,96,28.64,79.82,7.06,116.18,sugarcane
55,101,44,22.1,82.71,7.47,197.63,sugarcane
79,57,93,18.24,50.54,7.28,61.08,peas
113,33,56,27.93,65.53,7.23,136.58,soybean
66,7,17,27.46,74.43,6.29,114.39,soybean
99,52,79,15.47,42.45,6.58,50.72,wheat
117,8,25,30.75,79.91,6.99,181.98,sugarcane
102,10,71,22.04,32.97,5.18,41.32,millet
25,94,16,27.18,61.52,6.69,114.75,sugarcane
30,80,177,21.88,55.81,7.07,84.55,peas
98,114,19,11.81,43.24,7.36,55.63,barley
53,89,50,32.64,73.29,7.18,186.08,sugarcane
125,137,129,30.78,67.2,6.96,183.95,sugarcane
119,105,12,23.94,60.54,6.07,149.39,soybean
33,37,94,33.16,75.01,6.54,109.16,sugarcane
21,105,10,28.78,78.9,5.59,298.89,rice
70,15,143,14.23,63.99,6.04,79.34,peas
139,53,79,14.55,43.24,6.93,82.88,barley
15,24,18,25.01,71.41,6.5,84.38,soybean
97,62,169,37.37,58.31,7.65,91.84,cotton
28,16,194,28.01,67.04,7.38,90.5,soybean
23,82,53,24.35,79.94,5.97,234.89,rice
30,80,79,35.31,42.07,5.71,55.53,cotton
99,8,29,29.46,68.16,7.25,91.09,soybean
90,86,144,24.04,41.01,6.72,71.52,millet
127,84,81,31.31,75.3,5.52,271.72,rice
55,144,24,27.04,74.84,7.14,139.98,soybean
25,37,184,22.23,64.21,6.22,84.64,peas
23,115,182,29.29,62.25,7.36,80.41,soybean
138,63,127,14.33,50.34,6.25,110.99,wheat
14,140,79,19.99,54.43,7.25,84.4,peas
10,31,64,23.85,56.1,7.15,118.88,wheat
129,8,78,23.94,31.12,5.4,79.87,millet
115,29,172,14.23,59.67,7.17,97.51,wheat
118,54,158,26.16,62.51,5.78,78.68,maize
125,72,127,18.79,59.63,7.49,95.77,maize
3,78,17,30.45,53.33,6.23,88.13,groundnut
11,36,39,34.04,79.63,6.39,194.37,sugarcane
31,40,112,25.39,64.59,6.7,73.18,maize
14,117,8,25.54,86.81,5.6,226.45,rice
113,8,204,23.48,81.35,6.49,105.28,sugarcane
43,55,34,20.27,68.19,6.55,159.44,sugarcane
76,5,87,33.92,86.86,6.14,252.82,rice
136,27,83,30.62,54.75,6.89,56.25,groundnut
9,129,52,21.7,68.13,5.65,120.15,maize
14,7,57,14.12,50.51,6.67,53.72,wheat
110,120,8,27.41,76.96,5.7,160.99,rice
59,78,98,16.12,59.46,7.44,82.85,peas
117,19,34,11.7,51.64,7.15,65.17,wheat
7,34,12,30.78,54.24,5.98,96.49,cotton
2,97,15,23.68,34.52,6.48,62.91,millet
123,97,153,29.31,53.11,6.44,118.68,groundnut
66,144,104,19.39,63.74,6.18,102.99,peas
63,32,169,31.86,44.62,6.9,85.95,millet
53,15,149,24.26,57.31,7.33,69.1,maize
48,16,27,17.0,64.15,7.06,79.73,peas
114,59,186,34.51,42.07,6.76,44.52,millet
60,5,96,34.8,67.16,6.53,175.39,sugarcane
7,88,54,19.39,47.27,7.31,77.75,wheat
94,96,13,21.57,61.43,6.6,84.29,peas
109,98,185,26.17,83.2,6.67,112.36,sugarcane
74,93,117,28.53,77.14,6.81,180.23,sugarcane
76,100,137,19.87,52.42,6.83,70.68,peas
121,25,77,33.25,83.33,7.41,187.95,sugarcane
63,105,21,20.53,59.76,7.0,61.28,maize
133,103,21,26.4,51.75,6.19,59.6,groundnut
105,16,169,22.89,73.82,6.03,132.75,soybean
36,115,48,30.19,56.94,6.68,101.08,groundnut
5,84,172,29.79,63.05,6.61,97.04,maize
107,101,121,15.89,65.85,7.21,90.79,peas
90,72,88,30.32,44.62,5.53,60.97,cotton
102,144,6,23.69,76.48,7.49,82.83,soybean
129,51,46,22.83,35.0,6.47,85.94,barley
134,142,95,23.04,41.13,7.01,98.52,wheat
39,30,63,27.89,52.11,7.23,107.97,groundnut
26,105,124,22.98,78.74,6.57,282.14,rice
92,74,82,23.87,60.37,6.1,164.22,sugarcane
79,144,151,27.96,59.02,6.71,95.59,maize
20,126,146,21.23,41.89,6.82,55.21,wheat
15,77,18,21.95,47.64,5.54,37.26,millet
15,6,131,23.49,69.61,5.92,82.75,maize
4,92,35,24.81,77.14,6.48,106.14,soybean
83,124,7,33.55,88.04,6.09,173.67,rice
108,80,36,21.25,40.21,7.48,70.06,barley
4,75,126,26.06,72.55,7.12,127.48,soybean
136,130,6,28.1,59.2,7.63,64.51,cotton
10,27,6,20.96,75.51,6.13,124.25,soybean
75,34,139,28.62,53.35,7.27,145.77,maize
66,44,91,31.25,80.25,6.93,140.77,sugarcane
126,12,22,22.22,44.59,7.06,111.7,wheat
3,31,8,30.85,36.68,6.51,53.84,millet
61,49,43,23.19,61.56,6.6,70.12,peas
116,77,86,12.92,49.74,7.3,80.88,barley
21,84,163,22.06,79.28,7.36,144.21,soybean
88,40,12,21.41,89.68,5.71,192.42,rice
108,141,192,25.89,51.86,6.03,58.01,groundnut
31,113,152,11.94,56.7,7.09,99.16,peas
36,53,204,29.79,52.88,6.55,107.76,maize
25,93,181,30.04,39.89,6.33,57.44,millet
35,46,25,32.25,55.68,6.84,74.48,groundnut
97,87,100,24.27,69.41,6.78,124.68,soybean
39,26,38,28.6,65.91,6.67,136.37,maize
82,127,94,27.21,81.1,6.01,188.22,sugarcane
57,79,63,34.55,88.06,6.93,211.73,rice
4,102,197,14.41,49.41,6.21,77.45,barley
125,87,134,22.55,63.08,7.1,194.94,sugarcane
117,34,113,29.34,68.61,6.96,107.14,maize
78,62,89,22.19,79.16,5.76,265.48,rice
74,113,202,34.68,75.24,6.54,119.17,sugarcane
99,97,50,30.69,89.1,6.34,193.74,rice
100,89,155,24.11,73.69,6.11,122.21,soybean
101,59,103,20.04,43.9,7.43,75.76,wheat
52,44,40,29.63,70.24,6.79,128.54,soybean
45,11,38,26.03,84.8,6.58,177.04,sugarcane
96,111,114,29.05,84.89,5.79,258.22,rice
39,23,68,24.18,63.8,6.41,81.44,soybean
119,78,136,29.34,53.34,7.47,67.9,cotton
72,43,178,36.85,42.99,7.01,93.27,cotton
1,104,181,23.95,52.7,6.36,137.52,maize
107,73,190,22.81,52.12,7.35,68.15,maize
52,79,161,24.97,55.63,6.36,97.1,peas
112,76,94,10.65,66.76,7.18,88.03,peas
85,77,174,21.48,88.16,6.97,218.89,rice
28,111,163,10.22,46.13,6.24,52.25,wheat
49,129,35,20.42,68.02,5.67,94.23,maize
76,89,195,29.58,53.29,7.01,55.76,groundnut
70,133,19,24.21,62.61,6.33,122.83,soybean
101,30,7,16.23,40.23,6.32,42.28,barley
26,131,67,23.44,60.82,6.77,87.01,soybean
140,124,176,31.92,78.55,5.88,222.17,rice
104,78,16,32.28,81.76,6.71,201.44,rice
137,85,138,20.31,65.6,7.48,87.21,maize
103,96,155,25.54,57.13,6.87,90.02,cotton
41,98,182,24.68,79.3,7.36,140.33,soybean
115,61,56,34.62,42.53,7.22,95.35,cotton
96,81,182,31.45,70.0,5.68,287.37,rice
106,5,112,26.15,59.72,7.25,87.55,groundnut
134,6,72,25.23,40.46,5.68,96.19,cotton
58,82,144,26.14,30.27,6.7,68.11,millet
34,47,43,11.46,46.9,6.22,77.96,barley
20,77,164,26.56,53.39,5.86,145.48,maize
104,53,18,29.46,65.18,6.16,80.1,maize
88,129,78,24.08,61.58,6.24,146.0,soybean
1,127,67,21.69,70.82,5.64,282.24,rice
140,85,196,18.17,32.9,7.44,77.95,barley
61,72,136,23.95,76.57,6.16,225.48,rice
37,22,129,27.57,32.27,6.1,76.66,millet
51,131,15,27.58,66.04,6.66,135.01,soybean
137,46,155,18.86,57.79,7.18,71.25,peas
76,112,17,23.43,63.97,6.55,80.42,soybean
124,25,72,12.8,59.33,7.27,59.02,wheat
53,91,79,19.64,56.79,6.03,74.2,peas
45,60,167,22.02,58.03,7.41,55.68,wheat
63,113,11,38.54,43.61,5.62,77.74,cotton
108,27,164,26.44,89.26,5.61,163.96,rice
1,18,184,34.02,36.18,5.44,62.22,millet
89,128,44,34.53,42.9,7.6,88.76,cotton
60,20,37,28.98,32.92,5.06,80.24,millet
49,10,131,27.11,85.93,6.65,155.87,rice
83,95,67,32.08,53.75,7.23,97.86,cotton
102,84,41,31.5,84.3,5.74,152.38,rice
92,79,176,17.68,42.87,6.39,89.35,wheat
58,22,160,21.78,55.95,6.94,86.56,maize
26,7,106,27.46,66.24,5.67,111.14,maize
62,126,124,22.58,77.17,5.59,277.05,rice
14,137,96,30.23,40.93,5.69,43.73,millet
60,112,169,29.0,49.72,5.75,48.21,millet
58,131,9,10.43,38.66,6.8,76.25,barley
112,96,184,26.09,63.15,6.5,113.8,groundnut
139,55,102,12.54,62.04,7.46,61.81,peas
110,124,19,23.07,72.96,6.2,121.48,sugarcane
110,128,87,23.74,78.1,6.97,108.89,soybean
9,78,39,12.05,58.26,7.13,64.75,peas
96,44,77,23.94,82.73,6.46,136.94,sugarcane
131,137,117,34.02,46.13,5.95,42.13,millet
128,122,75,27.89,45.91,5.37,77.03,millet
50,25,167,24.15,55.2,6.61,112.69,wheat
20,22,198,27.1,81.35,6.89,244.89,rice
64,59,196,26.21,69.39,5.75,118.87,maize
61,104,59,33.59,35.68,6.82,55.13,millet
92,101,44,38.25,57.0,7.99,71.04,cotton
49,121,153,24.24,72.42,6.56,294.61,rice
121,143,55,13.28,57.79,6.45,117.44,peas
1,100,152,23.93,48.79,7.46,115.65,wheat
117,115,169,26.12,56.68,7.64,65.45,cotton
43,64,181,24.35,51.99,7.41,64.28,wheat
104,34,154,11.31,57.06,7.14,112.04,wheat
23,49,135,34.42,77.6,6.08,133.29,sugarcane
85,56,197,29.03,49.5,5.97,64.3,cotton
39,54,58,24.91,85.19,6.03,205.12,rice
83,39,77,14.02,65.2,6.57,72.48,peas
89,120,173,25.43,68.43,7.29,116.96,maize
53,109,47,32.7,30.98,6.33,46.38,millet
12,39,180,20.03,41.28,7.18,82.91,wheat
59,120,174,22.27,37.64,6.03,64.97,barley
82,39,57,26.6,62.0,7.42,90.82,groundnut
27,103,80,24.67,79.15,6.18,119.39,soybean
109,139,175,28.62,60.04,7.44,96.64,maize
4,19,140,26.6,85.5,5.56,151.74,rice
32,79,74,25.72,55.74,6.34,103.91,groundnut
53,142,129,22.56,69.52,6.35,125.73,maize
78,48,114,16.05,69.84,6.29,76.82,peas
94,87,89,31.56,82.61,6.63,144.26,sugarcane
22,24,187,24.02,76.75,5.71,217.48,rice
14,65,160,27.12,72.3,6.58,140.13,soybean
97,134,33,24.9,66.79,7.26,113.7,soybean
16,145,94,23.83,65.56,6.13,139.96,sugarcane
132,86,166,24.16,89.23,6.23,165.14,rice
66,14,84,23.61,65.21,6.75,111.61,sugarcane
45,42,193,17.41,37.49,7.43,90.35,barley
38,96,125,19.48,36.88,6.17,82.8,barley
91,136,33,24.57,47.05,7.05,64.19,wheat
20,76,204,25.95,35.35,6.77,77.82,millet
82,132,153,21.82,59.71,6.57,119.99,peas
51,55,156,15.68,53.24,6.8,53.99,wheat
49,71,22,18.1,57.24,7.08,128.33,maize
13,125,110,23.7,34.28,6.2,53.38,millet
8,72,147,25.62,78.41,6.2,290.74,rice
127,121,202,18.36,64.72,6.47,61.68,peas
59,25,27,26.56,88.61,5.96,280.36,rice
106,32,12,27.36,31.17,6.33,75.66,millet
54,145,185,27.79,72.68,6.15,82.53,soybean
18,24,42,21.49,71.64,5.87,251.32,rice
2,134,61,20.01,51.58,7.26,92.75,peas
47,15,198,29.08,79.45,7.02,126.46,sugarcane
112,98,169,23.52,69.52,7.47,98.33,soybean
69,45,129,34.45,66.39,6.02,54.52,groundnut
64,61,157,23.28,82.08,6.59,132.85,sugarcane
49,93,85,27.94,60.47,6.77,148.36,soybean
39,88,159,12.45,48.98,6.52,78.73,wheat
85,8,143,33.9,69.44,6.06,130.33,sugarcane
90,29,48,22.38,79.26,6.37,135.47,soybean
30,65,120,22.09,49.57,6.03,95.21,barley
93,16,91,15.1,47.57,7.43,67.65,wheat
88,116,140,23.06,45.37,6.25,73.07,wheat
41,119,58,21.57,72.57,6.04,108.82,sugarcane
57,113,8,25.42,40.2,5.15,79.71,millet
111,42,13,32.8,69.32,7.15,106.2,groundnut
117,18,184,26.6,68.26,6.54,101.67,soybean
64,52,187,26.56,47.48,6.32,60.75,millet
117,92,69,23.97,46.49,6.07,84.26,millet
61,13,18,18.17,53.51,6.65,64.23,maize
67,118,92,27.47,67.31,5.53,142.16,maize
111,21,135,35.87,40.54,5.84,63.48,cotton
0,108,9,23.23,48.75,5.15,60.9,millet
12,135,112,21.82,56.14,7.19,113.19,peas
84,16,163,24.1,41.8,6.57,63.72,barley
124,89,9,28.53,45.27,7.3,86.81,cotton
20,18,171,34.08,41.68,6.65,74.06,cotton
78,62,103,21.61,62.99,6.22,137.51,soybean
39,23,203,23.09,51.03,6.05,67.81,wheat
59,133,20,15.7,59.41,6.91,114.5,peas
59,86,204,32.38,70.9,6.69,147.27,sugarcane
127,144,170,27.36,50.95,7.95,68.95,cotton
17,126,197,26.37,51.72,6.42,115.37,maize
74,145,157,38.26,56.79,7.55,57.56,cotton
100,17,127,26.18,53.55,7.05,119.82,maize
7,27,204,36.45,52.9,7.27,89.62,cotton
75,122,28,21.62,68.15,7.13,73.75,maize
69,29,10,21.21,45.88,6.53,77.67,millet
1,103,98,22.08,72.81,6.23,292.23,rice
24,100,129,23.76,49.25,7.04,58.66,wheat
67,132,135,10.51,48.9,6.25,73.34,barley
2,145,149,21.04,84.43,6.91,210.52,rice
139,110,68,17.85,48.95,6.94,40.81,barley
48,54,60,32.38,60.1,6.23,100.54,groundnut
104,58,6,26.92,68.19,7.13,117.91,maize
112,47,163,29.77,82.89,6.69,131.17,sugarcane
49,20,179,27.78,73.18,5.53,201.8,rice
80,95,85,27.81,40.14,6.17,34.05,millet
99,95,198,14.03,39.82,7.46,76.89,barley
88,25,105,32.52,43.61,6.79,67.92,cotton
79,114,201,14.73,47.96,6.21,40.19,barley
99,14,7,24.94,85.33,5.67,170.34,rice
78,95,24,20.62,39.37,6.77,52.2,barley
36,62,204,18.89,67.01,6.09,112.41,maize
103,5,100,29.95,76.93,5.79,202.06,rice
74,69,104,30.75,72.85,6.21,155.2,rice
3,89,136,32.0,77.47,5.66,250.23,rice
98,23,118,23.61,63.01,6.9,115.92,soybean
132,75,13,31.79,54.32,6.29,113.67,groundnut
2,48,76,32.04,61.22,6.9,73.48,groundnut
137,120,117,22.85,44.85,6.83,40.52,millet
8,100,158,24.03,56.95,6.31,103.35,maize
38,7,198,20.2,34.23,6.48,55.64,barley
2,94,95,28.13,72.86,6.1,209.55,rice
118,111,43,22.0,85.77,6.56,201.12,rice
108,70,165,21.03,76.58,6.15,293.25,rice
107,43,126,39.21,56.67,7.89,73.39,cotton
97,87,165,30.59,61.4,6.55,102.92,groundnut
42,102,183,19.15,30.4,7.23,60.2,barley
43,143,189,23.04,62.15,6.4,82.2,peas
86,76,191,33.48,77.74,6.16,116.35,sugarcane
119,106,102,28.09,61.42,6.07,83.77,maize
120,125,43,23.78,75.83,7.15,109.72,soybean
42,29,174,17.69,67.59,6.45,80.32,peas
126,26,101,14.62,33.21,6.52,86.13,barley
41,95,54,28.93,66.54,7.2,86.48,soybean
129,95,70,23.66,56.26,6.71,71.36,peas
40,40,64,22.81,61.26,6.79,123.26,soybean
118,107,137,23.84,67.47,6.55,113.84,soybean
138,27,190,23.54,77.3,6.13,148.2,soybean
138,87,41,23.38,63.13,6.54,89.0,maize
69,112,90,27.14,64.56,6.67,92.13,soybean
18,30,42,27.23,69.96,7.34,100.31,groundnut
94,30,7,13.38,33.98,6.62,44.51,barley
129,51,205,28.03,72.21,6.71,101.74,sugarcane
40,80,85,39.71,46.17,6.73,63.02,cotton
98,144,132,31.32,58.19,6.13,91.24,groundnut
5,57,126,33.14,52.77,6.89,60.63,groundnut
0,108,45,34.17,79.34,6.85,157.03,rice
97,128,187,25.22,74.62,6.33,142.8,sugarcane
13,68,177,33.62,85.38,6.54,219.31,rice
85,62,159,23.94,78.36,6.48,252.24,rice
83,13,7,26.9,49.2,5.12,83.45,millet
62,10,9,30.44,40.08,6.98,51.85,millet
17,56,114,18.88,45.58,7.05,56.91,barley
133,57,167,26.17,52.97,6.05,83.0,cotton
120,143,203,15.57,60.63,6.21,99.34,peas
35,6,146,26.12,65.07,6.78,128.61,sugarcane
136,60,27,21.81,49.51,6.38,64.92,barley
30,74,171,16.71,60.34,6.64,74.47,peas
32,71,53,27.04,60.82,7.07,111.28,groundnut
79,6,119,21.39,73.29,6.65,143.09,sugarcane
14,82,119,30.37,55.11,7.43,102.14,groundnut
32,59,71,10.69,41.71,6.14,63.47,barley
108,129,21,30.24,37.81,5.78,82.53,millet
44,103,26,32.18,88.98,5.81,181.26,rice
132,71,157,26.99,30.13,5.49,75.49,millet
18,113,182,20.79,80.29,6.75,131.95,sugarcane
45,23,122,17.53,52.19,7.26,51.51,wheat
85,19,64,18.73,47.96,6.67,98.99,barley
52,87,88,29.18,70.66,6.84,169.44,sugarcane
2,73,70,32.4,56.88,7.33,118.93,groundnut
17,14,158,17.82,35.9,6.23,76.08,barley
28,103,70,12.32,47.89,6.25,97.28,wheat
102,90,193,30.19,69.3,6.54,199.39,sugarcane
101,54,44,27.81,81.74,6.14,174.32,sugarcane
136,81,205,20.49,46.17,5.82,76.59,millet
94,32,136,25.6,65.08,6.7,136.92,sugarcane
93,34,34,18.53,63.1,7.19,68.14,peas
39,145,201,22.46,59.75,7.26,75.64,wheat
60,107,62,27.83,50.04,6.13,83.41,cotton
34,110,86,27.0,58.84,5.71,61.55,cotton
114,56,54,22.23,61.23,7.29,103.86,peas
26,122,195,26.2,63.86,7.26,107.07,groundnut
135,118,123,24.83,56.91,6.4,112.75,peas
109,51,34,38.35,53.92,5.97,76.95,cotton
101,99,18,21.45,57.01,7.49,54.8,wheat
119,33,40,30.42,52.7,6.4,86.31,cotton
140,91,8,27.46,89.11,6.49,171.33,rice
77,33,30,27.04,75.24,6.52,251.18,rice
133,8,122,31.18,85.14,6.0,282.75,rice
23,74,39,13.87,42.89,6.66,81.14,wheat
14,100,92,30.28,58.0,5.74,91.94,cotton
38,105,97,24.54,61.65,7.26,167.34,sugarcane
137,111,25,23.11,42.09,7.33,51.28,barley
86,26,187,32.72,59.72,6.33,102.9,groundnut
93,73,159,31.45,67.06,7.29,110.38,groundnut
137,30,163,39.84,57.91,5.72,56.64,cotton
25,118,201,18.64,67.29,7.1,92.61,peas
56,87,91,32.78,74.59,6.34,276.8,rice
77,139,11,24.11,71.62,6.27,155.29,sugarcane
49,56,60,28.58,63.88,7.12,73.85,groundnut
85,8,106,30.6,41.83,5.24,86.21,millet
101,145,77,25.39,64.25,7.35,107.14,soybean
86,121,52,34.73,62.11,6.51,182.24,sugarcane
91,95,118,20.61,32.08,7.35,71.27,barley
128,105,5,18.46,55.78,6.67,66.11,maize
139,14,75,19.46,63.25,6.54,114.17,peas
27,59,92,26.15,60.92,6.68,97.42,maize
64,143,141,27.57,55.6,5.95,82.48,cotton
51,112,192,22.93,69.46,6.95,86.35,soybean
61,40,76,33.18,81.54,6.14,208.8,rice
86,79,149,18.52,67.51,7.48,146.97,maize
117,65,52,18.65,64.36,5.89,134.38,maize
29,34,194,14.11,41.21,6.51,50.53,barley
8,135,7,12.11,58.77,6.84,73.61,wheat
66,66,157,14.35,32.34,6.98,81.54,barley
133,58,53,18.07,52.77,6.65,105.73,peas
35,63,26,27.76,83.55,6.26,172.01,rice
84,88,147,30.66,41.52,7.57,60.83,cotton
75,114,82,24.09,60.42,7.04,84.46,soybean
45,53,152,28.01,72.73,7.05,116.47,soybean
102,23,121,26.61,51.93,6.17,127.79,maize
37,64,60,23.47,47.36,7.3,94.0,wheat
85,62,6,26.75,60.29,7.1,90.21,groundnut
47,54,101,22.49,45.22,6.23,75.64,wheat
0,44,54,26.34,64.7,6.07,168.49,sugarcane
14,119,124,24.37,78.55,6.94,146.45,soybean
42,67,180,24.89,52.87,6.59,78.38,peas
47,59,7,31.21,77.78,5.72,278.93,rice
68,113,116,13.38,47.16,7.09,65.61,barley
85,63,20,28.93,82.09,6.27,102.19,sugarcane
112,144,118,23.48,71.16,7.4,133.93,sugarcane
14,20,186,19.36,67.01,6.55,123.68,maize
92,140,67,23.6,49.42,6.26,88.28,millet
104,36,163,33.94,48.43,6.11,77.42,cotton
73,62,132,27.02,80.81,5.9,225.13,rice
